фирмы,услуги,размер,отрасль,наличие_целей_по_улучшению_окр_среды,наличие_менеджера_по_окр_среде,отслеживание_выбросов_CO2,наличие_целевых_уровней_выбросов_CO2,прим_более_благ_ист_энерго,минимал_отходов,меры_по_огр_загряз_воздуха,меры_по_огр_загрязн_возд,наличие_выбросов_CO2
601867,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Да,Да,Нет,Нет,Нет
601869,Другое Производство,Крупный,Производство,Да,Нет,,Нет,Нет,Да,Да,Не знаю,Нет
601886,Готовые Металлические Изделия,Крупный,Производство,Нет,Да,,Нет,Нет,Нет,Нет,Нет,Нет
601915,Готовые Металлические Изделия,Крупный,Производство,Нет,Да,,Нет,Нет,Нет,Нет,Нет,Нет
601918,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Да,Нет,Нет
601919,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
601922,Еда,Крупный,Производство,Да,Нет,,Нет,Нет,Нет,Нет,Не применимо,Нет
601925,Другое Производство,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
601936,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
601938,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
601939,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Да,Нет,Да,Да,Нет
601944,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
601960,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Да,Да,Да,Нет,Нет
601962,Машины и оборудование,Крупный,Производство,Нет,Нет,Нет,Нет,Не знаю,Не знаю,Не знаю,Не знаю,Да
601987,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
602009,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602014,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602040,Готовые Металлические Изделия,Крупный,Производство,Да,Нет,Да,Да,Да,Да,Да,Нет,Да
602049,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602055,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602072,Машины и оборудование,Крупный,Производство,Да,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602076,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
602086,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602093,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
602104,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,Да,Нет,Нет,Нет,Нет,Нет,Да
602153,Машины и оборудование,Крупный,Производство,Да,Да,,Нет,Да,Не знаю,Не знаю,Не знаю,Нет
602160,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602162,Еда,Крупный,Производство,Нет,Нет,,Не знаю,Не знаю,Не знаю,Не знаю,Не знаю,Не знаю
602182,Другое Производство,Крупный,Производство,Да,Да,Да,Нет,Да,Да,Да,Да,Да
602188,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Не знаю,Нет,Нет,Нет
602220,Еда,Крупный,Производство,Не знаю,Не знаю,,Нет,Нет,Не знаю,Нет,Не знаю,Нет
602243,Другое Производство,Крупный,Производство,Да,Да,Да,Да,Да,Да,Не знаю,Да,Да
602268,Еда,Крупный,Производство,Нет,Нет,,Нет,Да,Нет,Нет,Нет,Нет
602272,Неметаллические Минеральные продукты,Крупный,Производство,Да,Нет,,Нет,Нет,Да,Нет,Нет,Нет
602277,Готовые Металлические Изделия,Крупный,Производство,Да,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602278,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
602286,Неметаллические Минеральные продукты,Крупный,Производство,Да,Да,,Нет,Нет,Да,Нет,Нет,Нет
602295,Другое Производство,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
602311,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602319,Неметаллические Минеральные продукты,Крупный,Производство,Да,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602326,Готовые Металлические Изделия,Крупный,Производство,Да,Нет,,Нет,Да,Нет,Да,Да,Нет
602344,Машины и оборудование,Крупный,Производство,Да,Да,,Нет,Да,Да,Нет,Нет,Нет
602354,Готовые Металлические Изделия,Крупный,Производство,Да,Да,,Нет,Нет,Да,Да,Нет,Нет
602359,Еда,Крупный,Производство,Нет,Нет,,Нет,Да,Нет,Нет,Нет,Нет
602375,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да
602379,Машины и оборудование,Крупный,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
602386,Неметаллические Минеральные продукты,Крупный,Производство,Да,Нет,,Нет,Нет,Да,Нет,Нет,Нет
602430,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602432,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602442,Неметаллические Минеральные продукты,Крупный,Производство,Да,Нет,,Нет,Нет,Да,Нет,Нет,Не знаю
602446,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602452,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Да,Нет
602453,Еда,Крупный,Производство,Нет,Нет,,Не знаю,Нет,Нет,Нет,Нет,Нет
602458,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Да,Да,Нет
602472,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Не знаю,Нет
602499,Другое Производство,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Да,Нет,Нет
602516,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602517,Другое Производство,Крупный,Производство,Да,Да,,Нет,Нет,Нет,Нет,Нет,Нет
602525,Еда,Крупный,Производство,Нет,Да,,Нет,Нет,Да,Да,Нет,Нет
602530,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Не знаю,Нет
602534,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Не знаю,Не знаю,Нет,Не знаю,Нет
602543,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,Нет,Нет,Не знаю,Не знаю,Не знаю,Не знаю,Да
602546,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Да,Нет
602574,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602579,Готовые Металлические Изделия,Крупный,Производство,Да,Да,,Нет,Да,Да,Да,Да,Нет
602594,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602597,Другое Производство,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602600,Еда,Крупный,Производство,Да,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602618,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
602631,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Да,Нет,Нет
602643,Другое Производство,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602655,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
602667,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602669,Еда,Крупный,Производство,Нет,Нет,Нет,Нет,Не знаю,Не знаю,Не знаю,Не знаю,Да
602685,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Да,Нет,Нет
602710,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
602732,Еда,Крупный,Производство,Да,Да,,Нет,Нет,Да,Нет,Нет,Нет
602737,Еда,Крупный,Производство,Нет,Не знаю,,Нет,Нет,Нет,Нет,Нет,Нет
602744,Другое Производство,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602754,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602771,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602787,Еда,Крупный,Производство,Да,Да,,Нет,Нет,Нет,Нет,Нет,Нет
602788,Готовые Металлические Изделия,Крупный,Производство,Да,Нет,,Нет,Нет,Да,Нет,Да,Нет
602793,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
602796,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602803,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602813,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602822,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
602825,Еда,Крупный,Производство,Да,Да,Да,Да,Да,Нет,Да,Нет,Да
602832,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Не знаю,Нет
602847,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602858,Готовые Металлические Изделия,Крупный,Производство,Да,Да,,Нет,Не применимо,Нет,Нет,Нет,Нет
602865,Еда,Крупный,Производство,Да,Да,,Нет,Нет,Нет,Нет,Да,Нет
602902,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602903,Другое Производство,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Да,Нет
602957,Машины и оборудование,Крупный,Производство,Нет,Нет,,Не знаю,Да,Да,Нет,Нет,Нет
602975,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Да,Да,Да,Да,Нет
602988,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
602989,Неметаллические Минеральные продукты,Крупный,Производство,Да,Нет,,Нет,Да,Нет,Да,Да,Нет
603005,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Да,Нет
603012,Машины и оборудование,Крупный,Производство,Да,Нет,,Нет,Нет,Да,Да,Да,Нет
603015,Машины и оборудование,Крупный,Производство,Да,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603055,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
603058,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Да,Да,Да,Да,Нет
603080,Еда,Крупный,Производство,Да,Нет,,Нет,Да,Нет,Нет,Нет,Нет
603086,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603089,Неметаллические Минеральные продукты,Крупный,Производство,Да,Нет,,Нет,Да,Да,Нет,Нет,Нет
603108,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603109,Еда,Крупный,Производство,Да,Да,,Да,Да,Нет,Нет,Нет,Нет
603151,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603160,Машины и оборудование,Крупный,Производство,Не знаю,Нет,,Нет,Не применимо,Не применимо,Не применимо,Нет,Нет
603190,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
603217,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Не применимо,Не применимо,Не применимо,Нет,Нет
603223,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
603224,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
603240,Готовые Металлические Изделия,Крупный,Производство,Да,Да,,Нет,Нет,Нет,Нет,Нет,Нет
603255,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603284,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Да,Нет,Нет,Нет,Нет
603306,Еда,Крупный,Производство,Да,Нет,Да,Да,Да,Да,Да,Не знаю,Да
603336,Неметаллические Минеральные продукты,Крупный,Производство,Да,Нет,,Нет,Нет,Да,Да,Да,Нет
603342,Машины и оборудование,Крупный,Сфера услуг,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Не знаю
603350,Машины и оборудование,Крупный,Производство,Да,Да,,Нет,Нет,Нет,Да,Да,Нет
603398,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Не знаю,Нет,Не применимо,Нет
603399,Другое Производство,Крупный,Производство,Нет,Нет,,Нет,Да,Да,Нет,Да,Нет
603406,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603425,Готовые Металлические Изделия,Крупный,Производство,Да,Нет,,Нет,Нет,Да,Нет,Нет,Нет
603429,Еда,Крупный,Производство,Нет,Нет,,Не знаю,Нет,Нет,Нет,Нет,Нет
603430,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Не знаю,Не применимо,Нет,Не применимо,Нет,Нет
603452,Машины и оборудование,Крупный,Производство,Да,Да,Да,Нет,Да,Да,Да,Да,Да
603457,Еда,Крупный,Производство,Да,Нет,,Нет,Нет,Да,Нет,Нет,Нет
603465,Неметаллические Минеральные продукты,Крупный,Производство,Да,Нет,,Нет,Нет,Да,Нет,Нет,Нет
603481,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603487,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603489,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
603501,Готовые Металлические Изделия,Крупный,Производство,Да,Нет,,Нет,Да,Нет,Нет,Да,Нет
603527,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603540,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603545,Другое Производство,Крупный,Производство,Да,Да,,Нет,Нет,Да,Да,Да,Нет
603578,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603589,Еда,Крупный,Производство,Нет,Нет,,Нет,Да,Нет,Да,Нет,Нет
603628,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603633,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Да,Нет
603643,Еда,Крупный,Производство,Да,Да,,Нет,Да,Да,Нет,Нет,Нет
603652,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
603659,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603663,Машины и оборудование,Крупный,Производство,Нет,Да,,Нет,Да,Нет,Нет,Нет,Нет
603719,Еда,Крупный,Производство,Да,Да,,Нет,Нет,Нет,Нет,Нет,Нет
603739,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
603761,Другое Производство,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
603778,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603794,Еда,Крупный,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
603797,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603811,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
603819,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Не знаю,,Нет,Нет,Нет,Нет,Нет,Нет
603836,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603857,Другое Производство,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603878,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Не знаю,Нет,Нет,Да,Нет,Да,Нет,Да
603881,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да
603890,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603895,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603910,Еда,Крупный,Производство,Да,Да,Да,Да,Да,Да,Да,Не знаю,Да
603923,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,Да,Нет,Нет,Да,Да,Да,Да
603935,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,Нет,Нет,Не знаю,Не знаю,Не знаю,Не знаю,Да
603944,Еда,Крупный,Производство,Нет,Нет,Нет,Нет,Не знаю,Не знаю,Не знаю,Не знаю,Да
603951,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Да,Да,Нет
603986,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
603990,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604000,Другое Производство,Крупный,Производство,Да,Да,,Нет,Да,Да,Нет,Нет,Нет
604005,Неметаллические Минеральные продукты,Крупный,Производство,Да,Да,,Нет,Нет,Да,Да,Не знаю,Нет
604007,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604059,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
604064,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Не знаю,Не знаю,Не знаю,Не знаю,Нет
604075,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,Нет,Нет,Нет,Да,Нет,Нет,Да
604076,Другое Производство,Крупный,Производство,Да,Да,,Нет,Нет,Да,Да,Нет,Нет
604100,Машины и оборудование,Крупный,Производство,Да,Нет,,Нет,Да,Да,Да,Да,Нет
604102,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Да,Нет
604106,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604113,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604114,Неметаллические Минеральные продукты,Крупный,Производство,Да,Да,,Нет,Да,Нет,Да,Нет,Нет
604116,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604124,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
604125,Машины и оборудование,Крупный,Производство,Нет,Нет,Нет,Нет,Не знаю,Не знаю,Не знаю,Не знаю,Да
604130,Еда,Крупный,Производство,Да,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604139,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Да,Нет
604141,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604144,Еда,Крупный,Производство,Нет,Нет,,Нет,Да,Да,Да,Да,Нет
604146,Другое Производство,Крупный,Производство,Да,Нет,Да,Нет,Нет,Да,Нет,Нет,Да
604150,Неметаллические Минеральные продукты,Крупный,Производство,Да,Да,,Нет,Нет,Да,Да,Да,Нет
604151,Машины и оборудование,Крупный,Производство,Да,Нет,,Нет,Да,Да,Да,Да,Нет
604152,Машины и оборудование,Крупный,Производство,Да,Да,,Нет,Да,Да,Нет,Да,Нет
604154,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Да,Да,Нет,Нет,Нет
604164,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604171,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Не применимо,Нет,Нет
604202,Еда,Крупный,Производство,Да,Да,,Нет,Нет,Нет,Нет,Нет,Нет
604212,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604233,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604276,Неметаллические Минеральные продукты,Крупный,Производство,Да,Нет,,Нет,Нет,Да,Нет,Нет,Нет
604278,Неметаллические Минеральные продукты,Крупный,Производство,Да,Нет,,Нет,Да,Да,Да,Да,Нет
604301,Предметы одежды,Крупный,Производство,Нет,Нет,,Нет,Не применимо,Не применимо,Нет,Нет,Нет
604306,Другое Производство,Крупный,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да
604312,Машины и оборудование,Крупный,Производство,Нет,Нет,Да,Да,Да,Да,Нет,Нет,Да
604351,Еда,Крупный,Производство,Да,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604365,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604374,Машины и оборудование,Крупный,Производство,Да,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604390,Еда,Крупный,Производство,Нет,Нет,,Нет,Не применимо,Да,Да,Да,Нет
604419,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Не применимо,Не знаю,Нет
604463,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Да,Нет,Нет
604499,Неметаллические Минеральные продукты,Крупный,Производство,Да,Нет,,Нет,Нет,Да,Нет,Да,Нет
604510,Еда,Крупный,Производство,Да,Да,,Нет,Нет,Да,Нет,Да,Нет
604517,Машины и оборудование,Крупный,Производство,Да,Да,Да,Нет,Да,Да,Да,Да,Да
604539,Другое Производство,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Не применимо,Нет,Нет
604545,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Да,Нет
604557,Еда,Крупный,Производство,Да,Да,,Нет,Нет,Да,Нет,Нет,Нет
604565,Готовые Металлические Изделия,Крупный,Производство,Не знаю,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604582,Другое Производство,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604638,Готовые Металлические Изделия,Крупный,Производство,Нет,Нет,,Не знаю,Нет,Нет,Нет,Нет,Нет
604647,Машины и оборудование,Крупный,Производство,Да,Да,,Нет,Нет,Да,Нет,Да,Нет
604654,Готовые Металлические Изделия,Крупный,Производство,Да,Нет,,Нет,Нет,Да,Да,Да,Нет
604657,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,Нет,Нет,Не знаю,Не знаю,Не знаю,Не знаю,Да
604668,Неметаллические Минеральные продукты,Крупный,Производство,Да,Да,Да,Не знаю,Нет,Да,Да,Да,Да
604680,Еда,Крупный,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
604694,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604699,Предметы одежды,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604718,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604860,Машины и оборудование,Крупный,Производство,Да,Да,Нет,Нет,Нет,Нет,Нет,Нет,Да
604869,Еда,Крупный,Производство,Нет,Нет,,Нет,Не знаю,Не знаю,Не знаю,Не знаю,Нет
604889,Машины и оборудование,Крупный,Производство,Да,Да,,Не знаю,Нет,Да,Нет,Не знаю,Нет
604932,Другое Производство,Крупный,Производство,Да,Да,,Нет,Да,Да,Да,Да,Нет
604951,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
604989,Еда,Средний,Производство,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да
604996,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
605002,Еда,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Не знаю,Не знаю,Нет
605084,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
605085,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Да,Да,Нет,Нет,Нет,Нет
605090,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
605091,Неметаллические Минеральные продукты,Крупный,Производство,Да,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
605095,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Да,Нет,Нет,Нет
605148,Машины и оборудование,Средний,Сфера услуг,Нет,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да
605151,Машины и оборудование,Средний,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да
605153,Машины и оборудование,Крупный,Производство,Да,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
605154,Машины и оборудование,Крупный,Производство,Да,Нет,Нет,Нет,Да,Нет,Нет,Нет,Да
605155,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Не знаю,Не знаю,Не знаю,Не знаю,Нет
605199,Машины и оборудование,Крупный,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да
605202,Машины и оборудование,Крупный,Производство,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Да,Да
605208,Машины и оборудование,Крупный,Производство,Да,Да,,Не знаю,Не знаю,Да,Да,Не знаю,Не знаю
605209,Неметаллические Минеральные продукты,Крупный,Производство,Да,Да,,Не знаю,Не знаю,Да,Да,Не знаю,Не знаю
605214,Готовые Металлические Изделия,Крупный,Производство,Нет,Да,,Нет,Нет,Нет,Нет,Да,Нет
605241,Еда,Средний,Производство,Нет,Нет,Да,Да,Нет,Да,Да,Нет,Да
605249,Предметы одежды,Средний,Производство,Да,Да,,Нет,Нет,Да,Нет,Нет,Нет
605267,Другое Производство,Средний,Производство,Да,Да,,Не знаю,Нет,Нет,Нет,Да,Нет
605300,Неметаллические Минеральные продукты,Средний,Производство,Да,Да,Да,Да,Нет,Нет,Да,Да,Да
605366,Неметаллические Минеральные продукты,Крупный,Производство,Да,Нет,,Нет,Нет,Да,Нет,Да,Нет
605381,Машины и оборудование,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
605390,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
605392,Неметаллические Минеральные продукты,Крупный,Производство,Нет,Нет,,Нет,Нет,Нет,Нет,Нет,Нет
